Unnamed: 0,1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd
1351,858,858,4,3,319,5,539,70,490,0,1962,1716,3,9247,70,318,84,6,6,858,0,1962,1962
106,1047,0,2,3,0,6,641,60,273,3,1954,1047,3,10800,60,0,0,7,4,641,0,1885,1995
963,1800,0,2,3,0,6,1800,122,702,0,2007,1800,0,11923,122,0,136,5,9,1800,0,2007,2007
803,1734,1088,3,1,0,6,1734,107,1020,2,2009,2822,0,13891,107,424,170,5,9,1734,0,2008,2009
171,1656,0,3,1,639,1,441,141,528,0,1960,1656,3,31770,141,112,62,5,6,1080,0,1960,1960
233,894,0,3,0,182,3,712,75,308,3,1976,894,3,10650,75,0,0,6,5,894,0,1976,1976
98,835,0,2,3,108,0,350,85,366,3,1920,835,3,10625,85,0,0,5,5,458,0,1920,1950
216,1436,0,3,2,946,2,490,65,484,3,2004,1436,2,8450,65,266,98,5,7,1436,139,2004,2004
615,1054,0,3,1,763,2,173,80,480,2,1963,1054,2,8800,80,156,0,7,6,936,0,1963,1963
901,1306,0,2,2,860,1,132,64,756,3,1968,1306,3,8712,64,0,0,7,5,992,0,1957,2000
855,1040,0,3,3,659,0,381,70,260,3,1962,1040,3,6897,70,0,104,8,5,1040,0,1962,2010
10,1040,0,3,3,906,5,134,70,384,3,1965,1040,3,11200,70,0,0,5,5,1040,0,1965,1965
395,1144,0,2,0,739,1,405,68,596,3,1956,1144,3,9571,68,0,0,6,5,1144,44,1956,1956
1251,1405,0,2,3,0,6,1405,70,478,2,2003,1405,2,3136,70,163,36,5,7,1405,0,2003,2003
1086,546,546,3,3,334,1,212,70,286,2,1973,1092,3,1974,70,0,96,5,4,546,0,1973,1973
914,612,612,2,0,294,2,318,30,528,2,2009,1224,2,3000,30,76,234,5,6,612,0,2009,2009
755,742,729,3,3,381,2,348,34,440,3,1999,1471,3,3230,34,894,24,5,6,729,0,1999,1999
139,928,836,3,3,821,2,107,65,470,2,1997,1764,2,15426,65,0,99,5,6,928,0,1997,1997
1132,1178,1032,5,2,0,6,1008,90,205,3,1930,2210,1,9900,90,0,48,4,6,1008,0,1880,1950
298,1041,702,3,3,473,0,229,90,539,3,1968,1743,3,11700,90,365,0,6,6,702,0,1968,1968
437,904,0,2,3,0,6,884,50,180,3,1926,904,3,6000,50,0,0,7,6,884,0,1926,2004
1322,1061,862,3,3,674,2,76,107,564,2,1992,1923,2,10186,107,0,39,5,7,750,0,1992,1992
505,1000,960,4,3,0,6,960,60,400,3,1952,1960,3,7596,60,360,0,5,5,960,0,1952,1952
1405,1646,0,2,1,1373,2,221,44,482,0,2004,1646,2,3842,44,174,53,5,8,1594,0,2004,2005
188,1224,0,2,0,1086,2,0,64,528,3,1979,1224,3,7018,64,275,0,5,5,1086,0,1979,1979
808,1086,0,3,0,690,0,334,85,484,2,1966,1086,3,13400,85,1047,0,5,5,1024,0,1966,1966
82,1563,0,3,3,33,2,1530,78,758,2,2007,1563,2,10206,78,468,99,5,8,1563,0,2007,2007
1118,1021,580,3,3,0,6,533,85,300,2,1958,1601,3,13825,85,0,34,6,5,533,0,1958,1987
87,612,612,3,0,0,6,612,40,528,2,2009,1224,2,3951,40,76,234,5,6,612,0,2009,2009
388,1479,0,3,3,0,6,1468,93,577,2,1999,1479,2,9382,93,125,25,5,7,1468,0,1999,2000
1411,1112,0,3,3,120,1,736,80,271,3,1950,1668,3,9600,80,0,0,8,6,856,0,1950,2005
800,1072,616,4,1,462,2,154,79,603,2,1997,1688,2,12798,79,0,114,5,6,616,0,1997,1997
1330,1588,0,3,0,0,6,1588,85,825,3,2006,1588,2,10000,85,410,45,5,8,1588,0,2006,2006
785,1342,0,3,3,925,5,447,70,457,3,1967,1342,3,9790,70,0,0,5,6,1372,0,1967,1967
140,864,0,3,3,432,0,432,70,0,1,1971,864,3,10500,70,0,0,5,4,864,0,1971,1971
647,1094,0,3,2,500,5,594,85,495,3,1953,1094,3,10452,85,216,0,5,6,1094,0,1953,1953
1441,848,0,1,0,697,2,151,70,420,2,2004,848,2,4426,70,147,0,5,6,848,0,2004,2004
709,904,0,3,3,0,6,876,70,408,3,1966,904,3,7162,70,41,0,7,5,876,0,1966,1966
729,848,0,2,3,152,1,628,52,539,3,1962,1208,3,6240,52,0,23,5,4,780,0,1925,1950
1295,1052,0,3,0,1016,6,36,70,288,2,1968,1052,3,8400,70,168,0,5,5,1052,356,1968,1968
575,832,384,2,3,442,5,390,80,336,3,1947,1216,3,8480,80,0,0,5,5,832,0,1947,1950
621,1548,1066,4,3,1026,0,496,90,624,2,1974,2614,3,10800,90,0,243,7,6,1522,0,1974,1997
283,1468,0,3,3,0,6,1468,74,898,0,2008,1468,2,9612,74,72,150,5,8,1468,0,2008,2009
926,1234,1140,4,3,0,6,1181,93,656,0,2003,2374,0,11999,93,340,100,5,8,1181,0,2003,2004
1077,1096,0,3,2,739,1,357,70,299,0,1969,1096,3,15870,70,0,32,5,5,1096,0,1969,1969
275,952,596,3,3,0,6,952,55,672,3,1978,1548,0,7264,55,0,0,7,7,952,0,1925,2007
1269,874,650,3,3,460,1,414,78,315,3,1958,1524,3,11344,78,180,0,5,5,874,0,1958,1958
297,975,975,3,3,649,6,326,66,576,2,1997,1950,2,7399,66,1600,10,5,7,975,0,1997,1998
258,963,829,3,3,361,2,602,80,564,2,2001,1792,2,12435,80,172,96,5,7,963,0,2001,2001
559,1557,0,2,1,0,6,1374,70,420,0,2003,1557,2,3196,70,18,20,5,7,1374,0,2003,2004
1102,1134,0,2,3,588,6,422,70,254,3,1960,1134,3,7000,70,45,16,7,5,1010,0,1960,2002
1257,864,0,2,3,0,6,864,56,0,1,1922,864,3,4060,56,0,96,8,5,864,0,1922,1950
862,1097,0,3,3,338,2,702,81,480,3,1986,1097,3,9672,81,0,0,5,6,1040,0,1984,1985
1009,1008,0,4,3,0,6,1008,60,0,1,1926,1522,3,6000,60,0,0,5,5,1008,0,1926,1950
783,1110,0,2,0,1097,2,0,70,602,0,1978,1110,2,9101,70,104,30,6,5,1097,0,1978,1978
1447,1220,870,3,3,1079,2,141,80,556,2,1995,2090,2,10000,80,438,65,5,8,1220,0,1995,1996
219,1248,0,2,0,16,2,1232,43,438,0,2005,1248,2,3010,43,16,0,5,7,1248,0,2005,2006
1459,1256,0,3,3,846,1,410,75,276,0,1965,1256,3,9937,75,0,68,6,5,1256,736,1965,1965
292,1148,568,3,3,292,3,476,60,281,3,1949,1716,3,11409,60,0,0,4,5,768,0,1949,2008
821,936,0,2,3,0,6,936,60,576,3,1974,936,3,6000,60,0,32,4,4,936,0,1953,1953
18,1114,0,2,3,646,2,468,66,576,3,2004,1114,2,13695,66,0,102,5,5,1114,0,2004,2004
995,774,456,3,3,384,0,363,51,305,3,1946,1230,3,4712,51,0,57,7,4,747,0,1946,1950
81,1337,0,2,3,1201,2,36,32,405,0,1998,1337,3,4500,32,443,199,5,6,1237,0,1998,1998
604,1494,0,2,2,922,2,572,88,530,2,2002,1494,2,12803,88,99,36,5,7,1494,0,2002,2002
357,1142,0,3,3,874,0,268,44,528,0,1976,1142,3,4224,44,0,90,5,5,1142,0,1976,1976
937,1113,858,3,2,341,2,772,75,689,2,2005,1971,2,9675,75,0,48,5,7,1113,0,2005,2005
34,1561,0,2,3,1153,2,408,60,556,0,2005,1561,0,7313,60,246,47,5,9,1561,203,2005,2005
966,976,332,2,3,428,5,300,130,256,3,1940,1308,3,9600,130,0,70,7,5,728,0,1940,1950
1226,1039,894,4,2,0,6,894,86,668,0,2007,1933,2,14598,86,74,18,5,6,894,0,2007,2007
1262,1104,684,5,0,0,6,1104,70,304,3,1957,1788,3,11250,70,0,0,5,4,1104,0,1957,1989
370,953,711,3,3,0,6,953,70,460,2,2000,1664,3,8121,70,0,40,5,6,953,0,2000,2000
1231,1190,0,3,0,803,0,303,70,540,3,1962,1190,3,7728,70,120,18,6,5,1106,0,1962,1962
562,996,0,3,3,290,1,706,63,0,1,1940,996,3,13907,63,0,0,6,5,996,0,1940,1969
254,1314,0,3,3,922,5,392,70,294,2,1957,1314,3,8400,70,0,0,6,5,1314,0,1957,1957
563,1163,511,4,2,0,6,1163,66,396,0,1955,1674,3,21780,66,0,36,7,6,1163,0,1918,1950
895,983,813,4,3,400,1,380,71,483,2,1963,1796,3,7056,71,415,50,5,6,780,0,1963,1963
224,2392,0,3,1,56,2,2336,103,968,0,2003,2392,0,13472,103,922,105,5,10,2392,0,2003,2003
138,1004,848,3,2,668,2,336,73,660,0,1999,1852,2,9066,73,320,106,5,8,1004,0,1999,2000
965,783,701,3,3,0,6,783,65,393,0,2005,1484,2,10237,65,0,72,5,6,783,0,2005,2007
750,792,348,3,3,0,6,576,55,0,1,1910,1140,3,8800,55,0,160,7,4,576,0,1910,2004
699,1391,0,2,2,16,6,1375,59,530,3,2004,1391,2,4282,59,0,158,5,7,1391,0,2004,2004
1425,1252,0,3,3,0,6,1252,80,528,3,1960,1252,2,10721,80,243,39,6,6,1252,0,1959,1959
1057,979,871,3,3,595,2,378,70,467,0,1994,1850,2,29959,70,0,98,6,7,973,0,1994,1994
661,1686,762,4,3,1098,2,531,52,711,2,1994,2448,2,46589,52,528,76,7,8,1629,0,1994,2005
812,1044,0,2,0,0,6,540,66,504,3,1952,1044,1,8712,66,0,0,5,5,540,0,1952,1952
452,888,868,3,3,742,0,130,70,422,0,1996,1756,3,9303,70,42,122,5,6,872,0,1996,1997
765,1506,0,2,3,0,6,1498,75,592,3,2008,1506,0,14587,75,284,174,5,9,1498,0,2008,2008
191,754,725,4,3,626,0,99,70,484,0,1972,1479,2,7472,70,138,32,9,7,725,0,1972,2004
868,1547,720,2,4,0,4,0,70,672,3,1979,2320,3,14762,70,0,144,6,5,0,0,1948,1950
975,709,673,3,3,641,2,32,70,490,3,2000,1382,2,2651,70,0,50,5,7,673,0,2000,2000
347,1478,0,3,3,1270,1,208,70,498,3,1960,1478,3,17600,70,30,40,5,6,1478,0,1960,1960
251,1625,0,2,1,1573,6,0,44,538,3,2006,1625,2,4750,44,481,0,5,8,1573,0,2006,2007
999,1208,0,2,0,686,2,501,64,632,2,2006,1208,2,6762,64,24,61,5,7,1187,0,2006,2006
206,1696,0,3,3,0,6,1140,40,349,3,1962,1696,3,13673,40,0,30,5,5,1140,0,1962,1962
99,1225,0,3,3,569,0,381,77,0,1,1959,1225,3,9320,77,0,0,5,4,950,0,1959,1959
450,813,0,2,3,0,6,813,70,270,3,1932,813,2,5684,70,0,113,8,6,813,0,1930,2005
863,1148,0,3,3,1148,1,0,70,672,3,1959,1148,3,7931,70,0,0,5,5,1148,0,1959,1959
727,1232,0,2,0,724,2,508,64,632,3,2007,1232,2,7314,64,82,0,5,7,1232,0,2007,2007
656,1053,0,3,3,806,0,247,72,312,2,1959,1053,2,10007,72,54,0,7,5,1053,0,1959,2006
572,846,846,3,0,0,6,846,83,650,2,2009,1692,2,13159,83,0,114,5,7,846,0,2009,2009
733,1144,0,3,3,594,1,270,80,264,2,1961,1144,3,10000,80,0,0,6,5,864,0,1961,1983
423,1470,0,4,3,986,2,484,80,696,3,1998,2630,2,9200,80,473,66,5,8,1470,0,1998,1998
819,1358,0,2,2,733,6,625,44,484,2,2010,1358,2,6371,44,128,35,5,7,1358,0,2009,2010
302,1541,0,3,3,0,6,1541,118,843,2,2001,1541,2,13704,118,150,81,5,7,1541,0,2001,2002
570,1728,0,6,3,231,3,1497,74,576,3,1987,1728,3,13101,74,108,0,5,5,1728,0,1965,1965
1278,1128,903,3,3,804,2,324,75,577,3,2002,2031,2,9473,75,0,211,5,8,1128,0,2002,2002
314,832,809,3,3,16,3,712,60,546,3,1925,1641,0,9600,60,0,0,7,7,728,0,1925,1990
1124,812,670,3,3,0,6,384,70,392,0,1992,1482,2,9125,70,170,25,5,7,384,0,1992,1992
960,858,0,2,1,696,1,162,50,0,1,1958,858,3,7207,50,0,0,7,5,858,117,1958,2008
340,993,915,4,3,0,6,967,85,431,0,2002,1908,2,14191,85,0,0,5,8,967,0,2002,2002
919,1414,0,3,3,798,0,386,87,601,3,1990,1414,3,11029,87,0,51,8,6,1184,0,1958,2002
318,1372,1274,3,1,987,2,360,90,656,2,1993,2646,2,9900,90,256,60,5,7,1347,0,1993,1993
882,808,785,3,3,0,6,808,70,389,2,1993,1593,3,9636,70,0,40,5,6,808,0,1992,1993
1167,959,712,3,3,786,2,173,58,472,0,2000,1671,3,10852,58,0,38,5,6,959,0,2000,2000
784,742,742,3,3,0,6,742,35,0,1,1914,1484,3,6300,35,0,291,6,6,742,0,1914,2001
918,1215,912,4,2,744,1,360,103,833,2,1991,2127,2,13125,103,0,192,5,7,1104,0,1991,1991
1360,1611,990,4,3,0,6,612,51,621,2,1998,2601,3,9842,51,0,0,6,5,612,0,1921,1998
76,952,0,2,3,228,0,724,70,283,3,1956,952,3,8475,70,0,0,7,4,952,0,1956,1956
1399,1160,448,3,3,264,1,712,51,216,3,1925,1608,2,6171,51,0,16,6,6,976,147,1925,1990
21,1108,0,3,3,0,6,637,57,280,3,1930,1108,2,7449,57,0,0,7,7,637,0,1930,1950
867,1120,0,3,3,932,0,108,85,544,2,1961,1120,1,6970,85,0,0,5,4,1040,0,1961,1961
636,800,0,1,3,0,6,264,51,0,1,1936,800,1,6120,51,0,0,3,2,264,0,1936,1950
1075,960,780,3,3,410,1,390,75,240,3,1940,1740,3,13125,75,0,0,6,7,800,0,1940,1984
77,1072,213,2,3,453,1,219,50,240,3,1948,1285,3,8635,50,0,0,5,5,672,0,1948,2001
265,1422,0,3,3,958,6,464,78,576,0,1981,1422,2,12090,78,210,0,6,6,1422,0,1981,1981
51,816,0,3,3,0,6,816,52,528,3,1985,1176,3,6240,52,0,0,6,6,816,0,1934,1950
1349,1215,938,4,3,259,3,425,50,0,1,1872,2358,3,5250,50,0,54,5,8,684,0,1872,1987
773,912,0,2,3,456,5,456,70,275,2,1958,912,3,10150,70,1,0,5,5,912,0,1958,1958
871,878,804,3,3,505,2,299,70,523,2,1998,1682,2,8750,70,116,77,5,6,804,0,1998,1998
724,1698,0,3,3,1234,2,464,86,768,3,2007,1698,0,13286,86,340,64,5,9,1698,0,2007,2008
264,764,0,2,3,0,6,680,30,504,3,1965,764,3,5232,30,0,0,5,5,680,0,1925,2004
199,1713,0,3,0,1088,2,625,76,856,0,2004,1713,0,9591,76,262,26,5,8,1713,0,2004,2005
361,988,517,3,3,399,5,484,70,240,3,1940,1505,3,9144,70,0,0,5,5,883,0,1940,1982
1207,1700,0,3,0,340,2,1342,70,544,2,2003,1700,2,9135,70,120,23,5,6,1682,0,2003,2003
294,1644,0,3,3,1285,2,131,80,418,0,1953,1644,3,9600,80,238,0,5,6,1416,0,1953,1953
1001,691,0,2,3,0,6,691,60,216,3,1920,691,0,5400,60,0,20,6,5,691,0,1920,1950
1443,952,0,2,3,0,6,952,70,192,3,1916,952,1,8854,70,0,98,6,6,952,0,1916,1950
550,1069,0,2,3,559,0,510,53,440,2,1977,1069,3,4043,53,0,55,6,6,1069,0,1977,1977
1347,1776,0,3,1,80,2,1652,93,712,0,2006,1776,2,15306,93,100,0,5,8,1732,0,2006,2007
363,504,483,3,3,162,0,321,21,264,3,1972,987,2,1680,21,510,0,8,6,483,0,1972,2007
992,1020,831,3,1,554,1,268,80,440,2,1964,1851,2,9760,80,340,42,8,6,822,0,1964,1993
830,1392,0,3,3,1040,5,352,80,458,2,1957,1392,3,11900,80,387,0,5,6,1392,0,1957,1957
1225,1138,0,3,0,507,2,81,65,264,3,1958,1138,3,10482,65,63,0,8,6,588,0,1958,1958
65,1330,1143,4,0,0,6,1143,76,852,3,2004,2473,2,9591,76,344,151,5,8,1143,0,2004,2005
787,1128,956,4,3,656,2,300,76,618,2,2004,2084,2,10142,76,0,45,5,7,956,0,2004,2004
827,1434,0,3,3,20,2,1434,65,527,2,2001,1434,2,8529,65,0,39,5,7,1454,0,2001,2001
1406,768,0,2,0,656,2,112,70,396,3,1988,768,3,8445,70,0,0,7,5,768,0,1972,2007
323,1163,0,3,3,256,0,906,49,220,3,1955,1163,3,5820,49,0,98,8,3,1162,0,1955,2005
1376,790,0,2,2,384,6,384,52,160,3,1930,790,3,6292,52,0,141,5,6,768,0,1930,1950
1373,2633,0,2,1,1282,2,1351,70,804,2,2001,2633,0,11400,70,705,140,5,10,2633,0,2001,2002
1032,1352,1168,5,3,1012,2,326,70,796,2,1993,2520,2,14541,70,0,55,7,8,1338,0,1993,1993
640,1518,0,1,1,1218,2,300,62,588,2,2003,1518,0,12677,62,472,140,5,8,1518,185,2003,2004
1438,1236,0,2,3,600,2,312,90,923,3,1957,1236,3,7407,90,0,158,7,6,912,0,1957,1996
246,1020,908,4,3,0,6,1020,69,440,3,1910,1928,1,9142,69,0,60,8,6,1020,0,1910,1950
506,1065,846,3,3,380,6,397,80,471,2,1993,1911,2,9554,80,125,81,5,8,777,0,1993,1994
232,504,483,2,3,0,6,483,21,288,3,1972,987,3,1680,21,297,0,5,6,483,0,1972,1972
329,596,596,3,2,0,6,596,60,189,3,1920,1192,3,6402,60,0,0,5,5,596,0,1920,1950
162,1541,0,3,2,1201,6,340,95,532,3,2005,1541,2,12182,95,226,70,5,7,1541,0,2005,2005
125,520,0,2,0,490,2,30,60,0,1,1935,754,3,6780,60,0,0,8,6,520,0,1935,1982
1178,820,523,3,3,0,6,731,54,186,3,1921,1343,3,7681,54,0,0,6,5,731,0,1921,1950
1131,974,0,3,2,212,1,762,63,0,1,1991,974,3,10712,63,0,28,5,5,974,0,1991,1992
1421,1069,0,2,3,360,0,709,53,440,2,1977,1069,3,4043,53,0,55,5,6,1069,0,1977,1977
260,1382,0,3,1,672,5,690,120,884,3,1991,1382,3,19296,120,399,0,5,6,1362,0,1962,1962
875,1426,1184,4,0,64,2,1120,75,550,0,2007,2610,0,9000,75,0,364,5,8,1184,0,2007,2007
585,2028,0,2,1,1460,2,408,88,880,2,2005,2028,2,11443,88,208,66,5,8,1868,0,2005,2006
391,1157,804,3,3,690,0,114,71,560,0,2001,1961,2,12209,71,0,192,5,6,804,0,2001,2002
708,728,728,3,0,0,6,728,65,400,0,2007,1456,2,9018,65,0,24,5,7,728,0,2007,2007
841,958,581,3,3,0,6,650,60,686,3,1983,1539,2,10440,60,0,78,8,5,650,0,1904,2002
614,630,0,1,0,150,3,480,21,0,1,1972,630,3,1491,21,0,24,6,4,630,0,1972,1972
740,768,664,2,3,0,6,264,60,360,3,1910,1432,3,9600,60,0,0,7,5,264,0,1910,2002
359,1086,838,3,0,956,2,130,78,592,2,1998,1924,2,12011,78,530,75,5,8,1086,208,1998,1998
1401,864,729,3,3,759,2,80,62,398,3,2004,1593,3,7415,62,0,75,5,6,839,0,2004,2004
680,923,0,2,3,622,1,301,50,264,2,1980,923,3,8012,50,0,0,5,6,923,0,1980,1980
136,1214,0,2,3,695,1,519,70,318,2,1967,1214,3,10355,70,196,111,5,5,1214,0,1967,1967
1368,848,0,1,0,685,2,163,70,420,0,2003,848,2,4435,70,170,0,5,6,848,0,2003,2004
1034,954,0,2,3,0,6,920,50,240,3,1938,954,1,6305,50,0,0,7,5,920,0,1938,1950
456,720,624,4,3,0,6,624,34,513,3,1916,1344,3,4571,34,0,0,5,5,624,0,1916,1950
261,1482,1092,3,3,0,6,1482,69,868,0,2007,2574,0,9588,69,270,148,5,8,1482,0,2007,2007
111,774,656,3,3,250,2,134,70,400,0,2000,1430,3,7750,70,0,0,5,7,384,0,2000,2000
483,1216,0,2,3,897,2,319,32,402,3,1998,1216,3,4500,32,116,125,5,6,1216,0,1998,1998
751,660,660,3,3,0,6,660,70,400,0,2003,1320,2,7750,70,0,48,5,7,660,0,2003,2003
669,1180,0,2,3,0,6,700,80,252,3,1922,1180,1,11600,80,0,0,5,4,700,0,1922,1950
659,1486,0,3,3,637,1,849,75,480,0,1968,1486,3,9937,75,0,0,7,5,1486,0,1964,1999
160,1232,0,3,3,660,1,572,70,516,3,1984,1232,3,11120,70,0,0,6,6,1232,0,1984,1984
1135,986,0,2,3,0,6,960,60,180,3,1926,986,3,6180,60,0,128,5,6,960,0,1926,1950
71,845,0,2,3,565,0,280,69,360,3,1987,845,3,7599,69,0,0,6,4,845,0,1982,2006
419,1056,0,3,3,775,1,281,65,304,3,1968,1056,3,8450,65,0,85,6,5,1056,0,1968,1968
980,999,0,3,0,867,0,77,70,588,2,1961,999,0,12122,70,210,76,9,7,944,0,1961,2007
1126,1555,0,2,3,0,6,1373,53,660,0,2007,1555,2,3684,53,130,20,5,7,1373,0,2007,2007
471,1161,808,3,3,0,6,808,92,534,2,1977,1969,3,11952,92,0,0,6,7,808,0,1977,1977
478,1718,0,3,1,1288,2,417,79,826,2,2007,1718,2,10637,79,336,44,5,8,1705,0,2007,2008
322,1553,1177,4,1,28,3,1474,86,576,3,1987,2730,2,10380,86,172,96,5,7,1502,0,1986,1987
556,1092,0,2,3,895,5,197,69,299,0,1957,1092,3,14850,69,0,0,5,5,1092,0,1957,1957
902,807,702,3,3,0,6,783,63,393,0,2003,1509,2,7875,63,0,75,5,7,783,0,2003,2003
95,790,680,3,3,310,6,370,70,420,0,1993,1470,3,9765,70,68,63,8,6,680,0,1993,1993
1354,992,873,3,3,735,2,257,70,839,3,2000,1865,2,10316,70,0,184,5,7,992,0,2000,2000
1137,780,240,2,3,0,6,780,54,0,1,1875,1020,3,6342,54,0,0,8,5,780,0,1875,1996
1419,1844,0,3,0,1110,5,734,70,540,2,1969,1844,2,16381,70,312,73,5,6,1844,0,1969,1969
431,1088,110,4,3,0,6,901,60,0,1,1920,1198,3,5586,60,0,98,7,6,901,0,1920,1998
390,961,406,4,3,580,5,281,50,384,3,1978,1367,3,8405,50,0,130,8,5,861,0,1900,1950
270,1095,844,3,2,0,6,1095,84,1053,2,2006,1939,2,10728,84,0,51,5,8,1095,0,2006,2006
439,684,512,3,2,0,6,684,67,528,3,2005,1196,2,12354,67,0,46,8,6,684,0,1920,2000
1410,944,896,3,3,666,2,278,79,622,2,2001,1840,2,12420,79,0,45,5,7,944,0,2001,2001
793,1496,0,2,0,0,6,1496,76,474,3,2007,1496,2,9158,76,140,130,5,8,1496,0,2007,2007
1318,1787,0,3,1,0,6,1753,70,748,2,2001,1787,2,14781,70,178,150,5,8,1753,0,2001,2002
1200,864,0,3,3,0,6,864,71,280,3,1972,864,3,9353,71,0,0,5,4,864,0,1970,1970
798,1966,1174,4,3,0,6,1926,104,820,0,2009,3140,0,13518,104,860,78,5,9,1926,0,2008,2009
1452,1072,0,2,1,547,2,0,35,525,0,2005,1072,3,3675,35,80,28,5,5,547,0,2005,2005
464,1040,0,3,3,616,5,424,60,0,1,1978,1040,3,8430,60,136,0,5,5,1040,0,1978,1978
907,1037,1020,3,3,223,5,794,86,180,0,1936,2057,2,11500,86,0,0,7,7,1017,0,1936,1987
1289,1120,850,3,2,0,6,1085,86,753,0,2006,1970,0,11065,86,788,74,5,8,1085,0,2006,2006
1300,1005,978,3,3,694,2,284,70,490,0,1999,1983,2,10762,70,344,0,5,7,978,0,1999,1999
101,977,755,3,3,0,6,741,77,476,0,1985,1732,2,9206,77,336,46,5,6,741,0,1985,1985
127,840,0,3,3,116,3,556,55,0,1,1930,840,3,4388,55,0,0,7,5,672,0,1930,1950
1017,1360,0,1,0,1036,2,184,70,565,2,1984,1360,2,5814,70,0,0,5,8,1220,0,1984,1984
1365,860,814,3,3,533,2,281,70,663,2,2000,1674,2,7500,70,0,96,5,7,814,0,2000,2000
1076,1096,370,3,3,626,0,170,60,566,3,1950,1466,2,10800,60,0,21,8,5,796,0,1936,1989
655,525,0,3,3,0,6,525,21,264,3,1971,1092,3,1680,21,381,0,5,6,525,0,1971,1971
646,1048,0,3,4,0,4,0,60,420,3,1950,1048,3,7200,60,0,27,5,5,0,0,1950,1950
1091,628,624,2,3,510,1,90,24,462,3,1999,1252,2,2160,24,212,48,5,7,600,0,1999,2000
156,1040,0,2,4,0,4,0,60,625,3,1950,1040,3,7200,60,0,0,7,5,0,0,1950,1950
273,1632,0,3,3,620,5,620,80,338,2,1958,1632,3,9600,80,183,0,6,6,1240,0,1958,1988
1108,948,742,3,3,0,6,924,70,463,2,2000,1690,3,8063,70,0,48,5,6,924,0,2000,2000
953,1168,800,3,0,529,6,255,70,530,2,1969,1968,3,11075,70,232,189,4,5,784,0,1969,1969
1051,1316,0,3,0,0,6,1316,103,440,0,2007,1316,2,11175,103,0,20,5,7,1316,0,2007,2007
172,1064,703,2,3,717,2,347,44,504,2,1987,1767,2,5306,44,0,35,7,7,1064,0,1987,1987
725,864,0,3,3,582,6,282,60,660,3,1989,864,2,6960,60,0,0,6,4,864,0,1970,1970
1067,813,798,4,1,674,2,106,80,442,2,1964,1611,3,9760,80,360,128,6,6,780,0,1964,1964
981,1336,1276,4,3,854,2,371,98,676,0,1998,2612,2,12203,98,975,0,5,8,1225,0,1998,1999
360,912,0,2,0,773,2,115,70,470,2,1978,912,3,7540,70,0,0,6,6,888,0,1978,1978
1240,884,884,3,3,550,2,334,65,543,3,2003,1768,2,8158,65,252,63,5,7,884,0,2003,2003
927,1098,880,4,3,552,1,280,70,486,2,1968,1978,3,9900,70,342,43,5,7,832,0,1968,1968
1409,1236,857,3,3,0,6,791,46,542,0,1986,2093,3,20544,46,123,63,6,7,791,0,1986,1991
145,970,739,3,3,0,6,970,24,380,3,2004,1709,2,2522,24,50,40,5,6,970,0,2004,2006
